"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"New Zealand","NZL","Export unit value index (2015 = 100)","TX.UVI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.8","62.2","61.4","68.7","79.3","85.3","85.5","97.8","111.8","86.8","106.8","125.8","118.5","124.3","127","100","95.7","108.6","110.7","108","107.6","122.3","130.8","119.1",
"New Zealand","NZL","Travel services (% of commercial service imports)","TM.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4490171445574","29.0754028040541","29.0248427529957","28.7342207592396","30.8192659655586","32.1686730734412","31.6999030516802","32.3259865526255","28.9857426417292","30.0004577395168","29.992550123681","28.7886531907144","30.2223071157842","30.8558080092562","31.3179071107384","31.3593395125959","32.3328086661362","32.6342052808893","31.1461357585285","27.8682086870783","12.9497452361529","8.51595954593622","14.8668546800179","22.0714755441214",
"New Zealand","NZL","Import value index (2015 = 100)","TM.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.1822698419","40.2808310689","39.7189167443","34.1845941064","39.1708100473","38.0383801215","36.4067956455","41.164191007","50.7719958095","63.4547358868","71.7284865799","72.2891890018","84.4841660499","94.0243934259","69.9626229475","83.7586728448","101.508145657","104.6508033607","108.4459082173","116.3181555538","100","98.7014531208","109.7703055992","119.803760636","115.8928306618","101.6374563314","136.3889095959","","",
"New Zealand","NZL","Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)","TM.VAL.MRCH.R6.ZS","0.662156326471858","1.1045562947157","0.432771228174899","0.589101620029455","0.48331415420023","0.512337933918862","0.52678660172945","0.624787004430308","0.684520235378888","1.07884724278037","1.30372653854182","0.888377616149622","1.07339925072008","0.74181391382488","1.05584245603851","0.98711478544228","0.792702223560462","1.39874496782083","0.958110261495604","0.889521437466643","0.893476815628173","0.595547926723755","0.569047860989737","0.476840126983179","0.744794707141467","0.552438932353903","0.498853220559748","0.283093709655022","0.405093533130719","0.140606598069243","0.165734207034519","0.269186026725807","0.202481267684235","0.279490926723184","0.365958548771001","0.450276546932416","0.425519094699972","0.387430781629045","0.427369480250949","0.64885856465313","0.553950946588338","0.461268790238441","0.819224508880166","1.03160999879984","0.960051921301541","1.20675599848328","0.757357454724582","0.705687301010401","0.531433032225588","0.657320290195192","0.467472643741715","0.34236162044074","0.585218618402332","0.72992036376847","0.616402782447923","0.415677810207338","0.406414631853565","0.36827165214352","0.341490578821117","0.332480656694621","0.313389922931254","","","",
"New Zealand","NZL","Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)","TM.VAL.MRCH.R2.ZS","","0.0125517760763148","","","","","","","","0.0228485143498604","0.0224780437679624","0.0178120825293157","0.0164028002860648","0.00779408932943323","0.0106789045086882","0.0174682474901304","0.0119827080305651","0.0175549783240649","0.00859805798530305","0.0120799207557198","0.00967994097062412","0.00783386632638673","0.0139506285533198","0.00933150933430879","0.011026788609976","0.0120751679203039","0.0159899529795445","0.0522465321364294","0.147897739277414","0.120911769881532","0.0690609490578791","0.0780987842616928","0.101365615570332","0.151666626975089","0.169318506821313","0.114842673831314","0.122881458237463","0.157060378849959","0.244817941957819","0.142740152655538","0.280650493568764","0.248992847057347","0.258401707920146","0.4086912619857","0.297224579974238","0.415468876910728","0.267615277658509","0.298025670794604","0.45238444217767","0.747530508489035","1.14946909884188","2.80008645786084","1.37336651996045","1.50790040861525","1.44385128691039","1.50129492882458","0.842034152828576","0.973827520769804","0.82231198088166","1.51967392064977","1.21502869762251","","","",
"New Zealand","NZL","Merchandise imports (current US$)","TM.VAL.MRCH.CD.WT","786000000","901000000","753000000","903000000","961000000","1052000000","1095000000","955000000","895000000","1003000000","1245000000","1348000000","1523000000","2176000000","3648000000","3155000000","3254000000","3361000000","3491000000","4553000000","5472000000","5734000000","5782000000","5333000000","6203000000","5992000000","6063000000","7276000000","7342000000","8784000000","9501000000","8381000000","9201000000","9636000000","11913000000","13957000000","14724000000","14519000000","12496000000","14318000000","13904000000","13308000000","15047000000","18559000000","23195000000","26219000000","26424000000","30882000000","34369000000","25574000000","30617000000","37105000000","38254000000","39641000000","42518000000","36554000000","36079000000","40125000000","43793000000","42363000000","37152000000","49855000000","54219000000","49997000000",
"New Zealand","NZL","Insurance and financial services (% of commercial service imports)","TM.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.66101564185069","4.10421765470859","5.2879191188556","5.5033184954069","5.46389008170501","5.43021807420452","4.80978060918952","5.06132067552232","4.29106693961929","5.63628513200188","5.40486553283019","6.59134510200284","7.4998855541899","8.64602099201739","8.06218719203804","9.00042310375831","9.00757735889857","9.14321698535507","9.9758174635359","11.3375559483072","15.2984302070183","13.0980887367051","11.6906028553157","12.8171491481731",
"New Zealand","NZL","Agricultural raw materials imports (% of merchandise imports)","TM.VAL.AGRI.ZS.UN","","","","","3.52794950393057","3.19648957623889","3.12878566383014","2.95375061260706","2.64016241359592","3.09775919532477","2.91785547837531","2.32067157377038","2.23839131625872","2.8066941698623","2.40083486815411","1.43565223179756","1.73810387060563","1.92382022750768","1.89808535406916","1.93649436657702","1.66811866688457","1.53647870376777","1.50452676413967","1.33948867111016","1.57496409287103","1.48595384673482","1.333811104365","1.43988180898881","1.3948317365818","1.19744059579265","1.19240080116127","1.08567963967712","1.18914563848322","1.21077610967175","1.18074016171219","1.19541819697344","1.03847395351631","0.954262607301","0.652700154488764","0.847894735080545","0.93411143904413","1.01481628151245","0.959532077311153","0.885553633005947","0.89030235556237","0.785640734229396","0.781938300968804","0.701945151617834","0.648388437169367","0.704765106253501","0.623351144996848","0.616814042253668","0.643127275054013","0.675342588484032","0.68576642059433","0.848069399285893","0.854510613012308","0.819633996535625","0.807601097208892","0.811176504488039","0.825805684624447","0.882172553054805","0.88815160730667","0.623858235008334",
"New Zealand","NZL","Share of tariff lines with specific rates, primary products (%)","TM.TAX.TCOM.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.615241","0.5639869","","","0","0.0518717","0.0182","0.1431217","0","0.8676642","3.084532","3.211205","3.097503","2.981045","2.916595","0","0","0","4.863686","0","0","0","0","0","0","0","","0.4383059","0","0","","",
"New Zealand","NZL","Bound rate, simple mean, primary products (%)","TM.TAX.TCOM.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.37","4.37","4.37","4.37","4.37","4.37","4.4","4.4","4.41","4.41","4.41","4.42","4.42","4.42","4.42","4.43","4.24","4.23","4.23","4.23","4.23","4.24","","4.24","4.24","4.24","","",
"New Zealand","NZL","Share of tariff lines with specific rates, all products (%)","TM.TAX.MRCH.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.044486","1.258514","","","1.300323","1.307691","1.533724","1.47629","1.51493","0.7063316","1.360575","1.301122","2.040545","2.525119","1.209395","0.6977332","0.7565034","0.7386273","1.666287","0.7402537","0.7527547","0.6440977","0","0.6303161","0.6258683","0.6545531","","0.6836478","0.6175269","0.5379973","","",
"New Zealand","NZL","Bound rate, simple mean, all products (%)","TM.TAX.MRCH.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","9.5","9.5","9.5","9.5","9.5","10.29","10.34","10.37","10.33","10.25","10.17","10.21","10.2","10.21","11.13","10.92","10.92","10.01","9.39","9.39","9.41","","9.41","9.41","9.41","","",
"New Zealand","NZL","Share of tariff lines with specific rates, manufactured products (%)","TM.TAX.MANF.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9376121","1.344909","","","1.470988","1.474839","1.735693","1.655326","1.716806","0.6819374","1.087815","0.9910108","1.872492","2.448884","0.9147117","0.8125971","0.880654","0.8643473","1.131143","0.8696364","0.8847075","0.7582263","0","0.7403957","0.7359968","0.7591661","","0.7217026","0.7145606","0.6237628","","",
"New Zealand","NZL","Bound rate, simple mean, manufactured products (%)","TM.TAX.MANF.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.03","11.03","11.03","11.03","11.03","11.03","12.1","12.16","12.19","12.15","12.04","11.97","12.02","12.01","12.02","13.23","13.33","13.34","12.1","11.25","11.25","11.28","","11.28","11.28","11.28","","",
"New Zealand","NZL","International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.10942616903238","7.45698215320651","7.20871971370365","7.09694035306472","7.55425335770869","7.98510169716655","7.66118585969761","7.86833718137685","6.87766967741206","7.82397433614911","7.60261738810679","7.2020848409189","7.42957637152315","7.52266975821293","7.56600140059909","7.78288833105986","8.33710079416693","8.32528535122735","7.8858480252394","","","","","",
"New Zealand","NZL","International tourism, expenditures for passenger transport items (current US$)","ST.INT.TRNX.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","920000","1093000","1132000","1166000","1185000","1283000","1287000","1293000","1374000","1733000","1872000","1861000","1978000","1967000","1918000","2026000","2096000","2172000","2197000","2276000","2412000","2611000","2853000","3038000","3225000","511000","","","",
"New Zealand","NZL","Urban population","SP.URB.TOTL","1802521","1851675","1914441","1967968","2024808","2073571","2125227","2175248","2206092","2237511","2279646","2324938","2375942","2432441","2493343","2552005","2582586","2593760","2597744","2590668","2597030","2609635","2636985","2674359","2698921","2716946","2719750","2751315","2766856","2788022","2821739","2969087","3005583","3045443","3091625","3142704","3198324","3243637","3275597","3295923","3318432","3341111","3402067","3472292","3526736","3569251","3615494","3646829","3675355","3709702","3748563","3774624","3798063","3830023","3896881","3979802","4072982","4162127","4240881","4312734","4413152","4436046","4446028","4543314",
"New Zealand","NZL","Rural population","SP.RUR.TOTL","569279","568025","567559","563832","560592","554829","550673","548852","542008","535289","531054","528062","527958","528859","530357","531095","527914","526440","523456","518332","515870","515265","519115","524941","528179","530154","526550","523085","516544","511178","508061","526013","526117","526757","528375","530696","533676","537663","539403","539177","539268","539389","546433","554908","560764","564649","569106","576971","584445","592898","602137","609376","610037","612077","619619","629598","641118","651473","659719","666466","677048","675254","671172","679786",
"New Zealand","NZL","Completeness of birth registration, rural (%)","SP.REG.BRTH.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Population, male","SP.POP.TOTL.MA.IN","1191787","1215886","1246966","1271025","1297055","1318284","1341769","1364471","1374008","1384758","1403630","1424830","1450073","1478616","1509444","1538690","1551770","1555625","1554796","1547182","1547938","1552912","1567299","1587784","1600335","1608876","1607167","1619361","1621365","1626501","1639624","1720131","1738511","1759265","1783517","1810761","1840162","1863331","1877523","1884922","1893809","1903542","1936564","1975073","2003827","2025120","2048505","2066607","2083721","2104531","2127776","2143639","2155304","2173160","2212236","2260747","2315033","2366653","2414161","2461701","2522257","2533227","2536570","2589442",
"New Zealand","NZL","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","733.91746","","672.47562","","712.39707","","816.74382","","773.81507","","885.8869","","948.34152","","1018.40415","","995.90241","","1040.19216","","1276.04352","","","","","","",
"New Zealand","NZL","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","14.9554266695892","14.8369284036387","14.6684612267514","14.4960182255069","14.3442282951213","14.2478647939736","14.2046328551253","14.2239396905454","14.2884179815436","14.3347839800471","14.3674936196327","14.4010436371976","14.4254788154856","14.4163968104252","14.3973878575237","14.4383900113883","14.5623970507491","14.7511905101002","15.00537471262","15.2648700911802","15.4638466159238","15.6277299876606","15.7096399420094","15.6869351138414","15.6963877177521","15.8137945429752","15.9919022613887","16.1676813993813","16.3682202247566","16.6042314058117","16.8245663283734","17.0288293181102","17.224882653823","17.3922665529655","17.5091673408445","17.5578120645116","17.555907463565","17.5708228653997","17.654509585391","17.7464764057846","17.8646288727909","17.9487985082628","17.8805825257655","17.7927103203173","17.8209236736128","18.0114823914347","18.3118725129938","18.6164919699812","18.8877744533199","19.1878445468426","19.5746126329705","20.1070109310345","20.7971025751243","21.4865944899822","21.95193938877","22.2318496581376","22.4801858453418","22.723570753809","22.9964765360895","23.3402239966994","23.8371680564657","24.4369298724547","25.0947216866354","25.8320332006148",
"New Zealand","NZL","Population ages 80 and above, female (% of female population)","SP.POP.80UP.FE.5Y","1.81770067701627","1.86816615932729","1.90093830437564","1.9248998514473","1.94328251843589","1.96401834442409","1.98248286879262","2.00742256338697","2.03979314385426","2.06376996127116","2.08016432792446","2.08620782697855","2.0801769781393","2.06601463716005","2.05384139608978","2.05490185962072","2.07639312226479","2.1141311473016","2.17116515181674","2.2348615856679","2.29498426073489","2.35405515301186","2.40093059131895","2.44328103111497","2.50503515453347","2.56751577369329","2.62976367431848","2.69313944560189","2.75885919770658","2.83848084639995","2.91481393854626","2.97396066485551","3.04715056339768","3.13827641941128","3.22112561927188","3.28495061032874","3.32751688718193","3.37407480603267","3.43177725425261","3.478397146141","3.56751986597726","3.66979421750041","3.71271362989217","3.73730398693437","3.77046075879279","3.82820113465953","3.88295368242517","3.92803389586807","3.97146168132915","4.00986527256648","4.05415780776788","4.09144403775852","4.11144973208815","4.13085975302907","4.14591192346971","4.147441599081","4.14373431743016","4.14463318330152","4.15074641213812","4.16106469780477","4.23880263817521","4.38747104924214","4.53584987193913","4.66715272369592",
"New Zealand","NZL","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","2.76335409415257","2.7259520104485","2.66703632499272","2.61599799505246","2.5931477350189","2.57790715093391","2.55688547140614","2.54470557875923","2.54866216458885","2.57229217120989","2.60387470703094","2.62042409334858","2.63207113317639","2.65548129614317","2.6776324748044","2.6873405843601","2.71104063370966","2.77244210891875","2.85544667681779","2.9461583387493","3.02479570241112","3.07262736731808","3.10744794185238","3.14500794151885","3.18447585567111","3.2205078631952","3.2445218537435","3.24941438825497","3.22938771716815","3.19728082332599","3.19405688890126","3.24303275779524","3.30247127816187","3.34944480083321","3.37875227518876","3.36603432463386","3.32111491643312","3.27364177178806","3.24461571417903","3.22508330296012","3.20810821276518","3.18790663522715","3.14223039659718","3.08021490620737","3.02208339261202","2.97356595727322","2.95172342039422","2.96567973784969","3.0080384064344","3.08104390105431","3.19361659444079","3.3362960117733","3.45909535993625","3.53551482775731","3.58347140882155","3.61342560083213","3.65915053877954","3.76539166219901","3.93051735599671","4.10710233266582","4.24739942348665","4.32375764169566","4.3508953744167","4.3798429469319",
"New Zealand","NZL","Population ages 65 and above, male","SP.POP.65UP.MA.IN","91640","91951","92557","92676","93329","94198","95708","97648","98907","100123","101955","104094","106628","109322","112229","115501","118174","120876","123908","126310","128600","130760","133215","135480","137226","139634","141793","144977","147654","151210","154958","165159","169530","173533","177494","181185","184846","188160","191210","193830","196906","199782","203936","208738","213881","220199","228041","235025","241260","248235","256563","265863","276631","288179","299698","310155","321116","331707","342358","354471","370564","380661","390268","408525",
"New Zealand","NZL","Population ages 65-69, female (% of female population)","SP.POP.6569.FE.5Y","3.2374891690481","3.19931721006743","3.19319322151169","3.19072063475248","3.17608601350933","3.18225265938638","3.20477424763533","3.22189685607094","3.24193135873144","3.25994066643438","3.28044004686798","3.32610901925149","3.38412564900817","3.42690734042453","3.46449975472946","3.51986508317828","3.58244883024846","3.63477296398336","3.67884125074327","3.71563712653595","3.75211060369191","3.79075931856083","3.79217209579154","3.74395137422804","3.70346296567551","3.71060821808814","3.74663622598285","3.79621520770666","3.84477444061439","3.8727856030363","3.87571006747526","3.86442951767519","3.83446609425095","3.79149245045469","3.74691980202898","3.69176486313332","3.63211313181763","3.57016332181412","3.51268334040066","3.46249449498951","3.42044845443818","3.39902577863904","3.39521520731956","3.41073657196236","3.47337842358433","3.59217146113799","3.73769207209981","3.85168934353425","3.91974551326057","3.98427634045062","4.05395516854967","4.15884125030985","4.35992871064677","4.60602717454419","4.77532773389467","4.86456467606656","4.90053867430641","4.87833082336236","4.85827782629665","4.89208922894441","4.95221832309813","5.01422778171249","5.09365795177187","5.18857027538722",
"New Zealand","NZL","Population ages 55-59, female (% of female population)","SP.POP.5559.FE.5Y","4.33010166850471","4.34117177829166","4.36234544974715","4.40131839531462","4.44885976327694","4.49363868845428","4.53395120996274","4.57576477179073","4.62661957805264","4.67276921996005","4.6924209474249","4.67581978556843","4.62119463663236","4.53531506346298","4.45598337082117","4.43329453077387","4.4637140803704","4.514340912893","4.56344049486084","4.59416367996777","4.60674906514043","4.60725861712743","4.57816134635188","4.51393341948977","4.4514428006445","4.41693734429467","4.38571557031321","4.33591043475732","4.28837476422935","4.23537207489569","4.13810739908286","4.05593306085837","4.03774141383393","4.05542535955828","4.11497845188359","4.22902163547543","4.37291638338387","4.49596427330421","4.58392023192217","4.67094208587893","4.75507119958098","4.85841492847257","5.04510858341677","5.27565399524562","5.47571624671724","5.63487642001424","5.7201064892502","5.71932477278683","5.71292495251119","5.74702395033063","5.81128749979454","5.91148142110305","6.03370671361317","6.1468461763143","6.2222112224978","6.2727320726178","6.33069643764415","6.39148376898099","6.46269324269718","6.52976524975242","6.51201591678155","6.40598987194513","6.29239177924773","6.20674847952282",
"New Zealand","NZL","Population ages 45-49, female (% of female population)","SP.POP.4549.FE.5Y","5.82159707634993","5.77742784104882","5.70944289769019","5.61377405284808","5.51798661461238","5.47522962848055","5.47496277123945","5.4845803156501","5.50842461740501","5.52262432733545","5.48682819590474","5.40037496801283","5.29122238349481","5.18575872138604","5.09408053076874","5.02181434748821","4.95924634690895","4.88539872128064","4.78933675817467","4.67518145066784","4.58573388333066","4.55115652389669","4.55134854367509","4.59168384862774","4.69712782578976","4.86498058155867","5.03499411282969","5.15374313313452","5.25388760933622","5.34514049227392","5.41263357618859","5.51706663627646","5.73511263353881","6.01758211100565","6.25906571025493","6.44104226257113","6.54239083449424","6.55018140341525","6.54434886104851","6.57877288474861","6.63833934900329","6.71612208928975","6.80499319450978","6.90790525517488","7.03154138677515","7.16520345819521","7.30675976157318","7.44765226587014","7.55021591672479","7.57218580885591","7.51050740635085","7.39553767030749","7.26288015553396","7.13919035905449","7.04269658823284","6.99145835190376","6.97885670724649","6.96677036055507","6.91186845809925","6.78537855217339","6.60186113548063","6.38158282501423","6.1683940622589","6.00731209830592",
"New Zealand","NZL","Population ages 35-39, female (% of female population)","SP.POP.3539.FE.5Y","6.45092127981862","6.34783848628944","6.23717596126994","6.12631643859334","6.02555462601475","5.94178664227232","5.84291667258192","5.7083747188785","5.56022934839589","5.40364891391471","5.2537261491266","5.15436531354394","5.11578288721234","5.13154949925152","5.22142434100973","5.39909131069887","5.61328896702226","5.77642632189939","5.86024415940726","5.90606246033043","5.97807658311473","6.14107223553319","6.41162702892634","6.72920407237141","7.00393047214492","7.18721876008219","7.26131613108806","7.21802266054367","7.14642742672492","7.14976031191252","7.21230234667298","7.28290350138721","7.36655596914965","7.48106721081579","7.61929311072708","7.77536724534654","7.946221329356","8.1091516763336","8.21660608400331","8.23316159325071","8.15106294951933","8.00655536673341","7.86101839557431","7.74408284204208","7.66675254065236","7.63904156584059","7.64714855840916","7.63582349844505","7.55752188804679","7.40932647201185","7.18981958580093","6.91111741362639","6.63100128532024","6.3990561755049","6.25243151803144","6.19402552768335","6.19740643285808","6.25052197518103","6.34085746966122","6.45444527446424","6.55832889459832","6.64698772014412","6.74411823473905","6.85985284003855",
"New Zealand","NZL","Population ages 25-29, female (% of female population)","SP.POP.2529.FE.5Y","6.01907598105317","5.88662463292808","5.80728649907835","5.79810115023587","5.87210293115201","6.02109867313938","6.19917704451835","6.32873515726262","6.38587631801865","6.41205426339916","6.4569373057704","6.59000189747045","6.85397081023232","7.19515185953044","7.52089721441567","7.74649567743787","7.8219069666401","7.77777037080068","7.68405458277496","7.60040439206267","7.58572219067311","7.66299875122527","7.79345287478452","7.91882879861097","8.00150139153362","8.08946067432084","8.24128406094655","8.39919997625473","8.44240642749821","8.38170235487445","8.26308043449519","8.10448537381791","7.92862951121652","7.76917696985503","7.68121689629277","7.66972490853591","7.69038058922469","7.65074157799694","7.51077735735554","7.30785814116989","7.04462635250671","6.739890970979","6.48963197171342","6.33688215136628","6.25973291908748","6.23846918439557","6.25538814188162","6.28550821770721","6.31127940883205","6.3238325987983","6.31518368907398","6.28370698068081","6.25711817625614","6.29942145881061","6.46271440778642","6.71583581241849","6.98167699157324","7.18832615848441","7.2987204596113","7.33638894062664","7.26598727910766","7.10942685953967","6.93253357833319","6.7546816813274",
